r-value,Independent Value (X),Dependent Value (Y),Equation
0.37122137753841133,2010- 2015 Inequality in life expectancy (%),Labour force participation rate  (Male) 2015,Y = 0.2582601870134998 * X + 69.65170976794104
0.36539604865899317,2015 Coefficient of human inequality,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -0.3101659860911618 * X + 6.226294744354227
0.36539604865899306,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,2015 Coefficient of human inequality,Y = -0.4304607157548335 * X + 20.42327574386398
0.364715561994236,2015 Inequality-adjusted life expectancy index Value,2015 Inequality in income (%),Y = -19.843185306082763 * X + 37.21717332064077
0.3647155619942357,2015 Inequality in income (%),2015 Inequality-adjusted life expectancy index Value,Y = -0.006703431889032178 * X + 0.8215949438956859
0.36457160014668183,2015 Expected years of schooling (Years),Gini coefficient,Y = -1.0230129017356637 * X + 52.364395802857906
0.36457160014668166,Gini coefficient,2015 Expected years of schooling (Years),Y = -0.1299225566051109 * X + 18.08273056570073
0.3638470543961096,Income inequality (Palma ratio),2010- 2015 Inequality in life expectancy (%),Y = 4.238635221263851 * X + 9.323230190803612
0.3638470543961096,2010- 2015 Inequality in life expectancy (%),Income inequality (Palma ratio),Y = 0.031232854936087663 * X + 1.4422193739273126
0.3570908645323175,2015 Life expectancy at birth (Years),2015 Inequality in income (%),Y = -0.44018765366789375 * X + 55.30973974528433
0.3570908645323173,2015 Inequality in income (%),2015 Life expectancy at birth (Years),Y = -0.28968074063395277 * X + 77.85140476991153
0.35609127772408167,2015 Inequality in income (%),2014HDI rank,Y = 1.8642803337482385 * X + 52.885946081336336
0.3560912777240812,2014HDI rank,2015 Inequality in income (%),Y = 0.06801605733630632 * X + 17.460610701665814
0.3555655183734338,2015 GNI per capita rank minus HDI rank,Gini coefficient,Y = -0.2050051069890179 * X + 39.928932223378446
0.35556551837343303,Gini coefficient,2015 GNI per capita rank minus HDI rank,Y = -0.6167009188846222 * X + 28.690630742782062
0.35527955220765783,Income inequality (Palma ratio),2015 GNI per capita rank minus HDI rank,Y = -4.79534647645385 * X + 14.188213452837479
0.35527955220765767,2015 GNI per capita rank minus HDI rank,Income inequality (Palma ratio),Y = -0.026322093895958965 * X + 2.1105556624311896
0.3552001828734003, 2015 Inequality-adjusted education index (Value),2015 GNI per capita rank minus HDI rank,Y = 23.531953191994273 * X + -7.707297331801669
0.35520018287340016,2015 GNI per capita rank minus HDI rank, 2015 Inequality-adjusted education index (Value),Y = 0.005361525619395676 * X + 0.5020776693814396
0.3549691317662156,Labour force participation rate  (Male) 2015,2015 Inequality-adjusted life expectancy index Value,Y = -0.008010902164332907 * X + 1.2609850354775214
0.3549691317662156,2015 Inequality-adjusted life expectancy index Value,Labour force participation rate  (Male) 2015,Y = -15.728950612813371 * X + 84.56964625239054
0.3541004335759914,2015 Inequality in income (%),2015 Gross national income (GNI) per capita (2011 PPP $),Y = -485.7624447018268 * X + 26251.30238398471
0.3541004335759914,2015 Gross national income (GNI) per capita (2011 PPP $),2015 Inequality in income (%),Y = -0.0002581243536347705 * X + 27.86790126946541
0.3531185359567609,HDI rank,2015 Inequality in income (%),Y = 0.06738230558494006 * X + 17.524807343987323
0.3531185359567609,2015 Inequality in income (%),HDI rank,Y = 1.8505258814432013 * X + 53.18517520452102
0.35295008501088737,Income inequality (Quintile ratio),2015 Life expectancy at birth (Years),Y = -0.6618485907822801 * X + 76.22979179160089
0.3529500850108872,2015 Life expectancy at birth (Years),Income inequality (Quintile ratio),Y = -0.18822093790657937 * X + 21.641016870534926
0.35214852613782094,Income inequality (Quintile ratio),2015 Inequality-adjusted life expectancy index Value,Y = -0.014936320675587311 * X + 0.7818016700757144
0.35214852613782066,2015 Inequality-adjusted life expectancy index Value,Income inequality (Quintile ratio),Y = -8.302485408185364 * X + 13.788579288888506
0.3508882575638607,Gini coefficient,2015 Inequality in education (%),Y = 0.6003674383207066 * X + -3.1639208774834633
0.35088825756386055,2015 Inequality in education (%),Gini coefficient,Y = 0.20507869254300296 * X + 34.74146322871622
0.34776694861815194, 2015 Inequality-adjusted education index (Value),2015 Inequality in income (%),Y = -16.472276588384062 * X + 32.82823598726416
0.34776694861815177,2015 Inequality in income (%), 2015 Inequality-adjusted education index (Value),Y = -0.007342145446760256 * X + 0.7088563339275059
0.34757513833725356,Income inequality (Palma ratio),2014HDI rank,Y = 17.952287364872543 * X + 62.21001048850287
0.34757513833725323,2014HDI rank,Income inequality (Palma ratio),Y = 0.00672941972990851 * X + 1.3379013166995333
0.3456231729043764,Income inequality (Palma ratio),HDI rank,Y = 17.84308378738832 * X + 62.323293440161876
0.3456231729043764,HDI rank,Income inequality (Palma ratio),Y = 0.006694771995237766 * X + 1.342001708718314
0.34372226373161663,2015 Inequality in income (%),2010- 2015 Inequality in life expectancy (%),Y = 0.4024933965699516 * X + 7.894623346010593
0.34372226373161646,2010- 2015 Inequality in life expectancy (%),2015 Inequality in income (%),Y = 0.2935327525659268 * X + 18.955548262999567
0.34299060624121175,Maternal mortality ratio (deaths per 100000 live births) 2015,Labour force participation rate (Female) 2015,Y = 0.02388785064911797 * X + 48.52427728072744
0.3429906062412116,Labour force participation rate (Female) 2015,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 4.9247861474744195 * X + -90.28199657346768
0.34195537867364123,Income inequality (Palma ratio),Population with at least some secondary education (Male) 2005-2015,Y = -8.744175721653036 * X + 80.6644468539989
0.3419553786736411,Population with at least some secondary education (Male) 2005-2015,Income inequality (Palma ratio),Y = -0.013372727713405098 * X + 2.8256693866272546
0.3321794233338787,Income inequality (Quintile ratio),2015 GNI per capita rank minus HDI rank,Y = -1.050222667814191 * X + 13.344412763485161
0.33217942333387834,2015 GNI per capita rank minus HDI rank,Income inequality (Quintile ratio),Y = -0.1050664517802525 * X + 8.763020595963006
0.3315442697418086,Income inequality (Palma ratio), 2015 Inequality-adjusted education index (Value),Y = -0.0690475552078206 * X + 0.6666463798438711
0.33154426974180795, 2015 Inequality-adjusted education index (Value),Income inequality (Palma ratio),Y = -1.5919695124292992 * X + 2.8310424305138513
0.33057997760093516,Labour force participation rate  (Male) 2015,Gini coefficient,Y = 0.32745132990443 * X + 15.014898782453697
0.3305799776009348,Gini coefficient,Labour force participation rate  (Male) 2015,Y = 0.333738518095278 * X + 60.19706014665954
0.329997570163473,Population with at least some secondary education (Female) 2005-2015,2015 Inequality in income (%),Y = -0.11101088153773082 * X + 30.250225756502683
0.32999757016347264,2015 Inequality in income (%),Population with at least some secondary education (Female) 2005-2015,Y = -0.9809704670868965 * X + 81.96391460458452
0.3296046931964676,Share of seats in parliament(% held by women) 2015,Gender Inequality,Y = -0.005473220495137026 * X + 0.4748099612707314
0.3296046931964676,Gender Inequality,Share of seats in parliament(% held by women) 2015,Y = -19.84923755102945 * X + 28.6825497968575
0.3270662946197027,2010- 2015 Inequality in life expectancy (%),Income inequality (Quintile ratio),Y = 0.12043816065615427 * X + 6.187980640969316
0.32706629461970255,Income inequality (Quintile ratio),2010- 2015 Inequality in life expectancy (%),Y = 0.8881932478333308 * X + 10.392275411581496
0.31949374112362766,2015 GNI per capita rank minus HDI rank,Population with at least some secondary education (Male) 2005-2015,Y = 0.5399702891378111 * X + 61.91737289980346
0.3194937411236275,Population with at least some secondary education (Male) 2005-2015,2015 GNI per capita rank minus HDI rank,Y = 0.18904049476529594 * X + -9.016662298591406
0.318769618725124,2015 Inequality in income (%),2015 Human Development Index (HDI) (Value),Y = -0.004788125108252507 * X + 0.8046437599157672
0.318769618725124,2015 Inequality in income (%),2015 Human Development Index (HDI) ,Y = -0.004788125108252507 * X + 0.8046437599157672
0.3187696187251238,2015 Human Development Index (HDI) (Value),2015 Inequality in income (%),Y = -21.222099992129785 * X + 38.741332067952655
0.3187696187251238,2015 Human Development Index (HDI) ,2015 Inequality in income (%),Y = -21.222099992129785 * X + 38.741332067952655
0.31567684906999577,Income inequality (Palma ratio),2015 Human Development Index (HDI) (Value),Y = -0.046785981764078895 * X + 0.7811731118181632
0.31567684906999577,Income inequality (Palma ratio),2015 Human Development Index (HDI) ,Y = -0.046785981764078895 * X + 0.7811731118181632
0.31567684906999544,2015 Human Development Index (HDI) (Value),Income inequality (Palma ratio),Y = -2.129951521403597 * X + 3.462668269694759
0.31567684906999544,2015 Human Development Index (HDI) ,Income inequality (Palma ratio),Y = -2.129951521403597 * X + 3.462668269694759
0.3155184515401797,Gender Inequality Index Rank,Share of seats in parliament(% held by women) 2015,Y = -0.07799707086916854 * X + 27.777793665919862
0.3155184515401788,Share of seats in parliament(% held by women) 2015,Gender Inequality Index Rank,Y = -1.2763542547552806 * X + 106.7158830071969
0.31280227398914073,2015 Gross national income (GNI) per capita (2011 PPP $),Income inequality (Palma ratio),Y = -2.3027849104794263e-05 * X + 2.335261536592522
0.31280227398914057,Income inequality (Palma ratio),2015 Gross national income (GNI) per capita (2011 PPP $),Y = -4248.997036914163 * X + 23139.143031093532
0.3075051200257904,Adolescent birth rate (births per 1000 women ages 15�19) 2015,2015 Inequality in income (%),Y = 0.0784206277890088 * X + 20.098667483922586
0.3075051200257904,2015 Inequality in income (%),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 1.2057975243004766 * X + 22.22838233537126
0.30749396761669767,Labour force participation rate  (Male) 2015,2015 Life expectancy at birth (Years),Y = -0.3046298546446222 * X + 93.74045466070687
0.3074939676166971,2015 Life expectancy at birth (Years),Labour force participation rate  (Male) 2015,Y = -0.3103850088198951 * X + 96.16080263620005
0.3068762395385454,Population with at least some secondary education (Male) 2005-2015,Income inequality (Quintile ratio),Y = -0.05154249691405943 * X + 11.51642386259617
0.30687623953854526,Income inequality (Quintile ratio),Population with at least some secondary education (Male) 2005-2015,Y = -1.8270947670684368 * X + 78.44013147744911
0.3049985894423364,Population with at least some secondary education (Female) 2005-2015,Income inequality (Palma ratio),Y = -0.010835912285202694 * X + 2.6152950172372553
0.3049985894423364,Income inequality (Palma ratio),Population with at least some secondary education (Female) 2005-2015,Y = -8.584799979310189 * X + 75.76930972651132
0.30297863591836044,Income inequality (Quintile ratio),2014HDI rank,Y = 3.647939191540738 * X + 67.68678350431826
0.30297863591836044,2014HDI rank,Income inequality (Quintile ratio),Y = 0.025163811402289238 * X + 5.862780035544711
0.3014593028568597,Income inequality (Quintile ratio),HDI rank,Y = 3.6279412847234216 * X + 67.74848634621671
0.3014593028568595,HDI rank,Income inequality (Quintile ratio),Y = 0.02504938866061941 * X + 5.8766298242288215
0.3013880418249139,2015 Expected years of schooling (Years),Income inequality (Palma ratio),Y = -0.10858569382333834 * X + 3.4104273262249887
0.3013880418249136,Income inequality (Palma ratio),2015 Expected years of schooling (Years),Y = -0.8365259598823086 * X + 14.679688578590037
0.298704267423614,Income inequality (Palma ratio),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 11.56595023155133 * X + 27.68607006185861
0.29870426742361383,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Income inequality (Palma ratio),Y = 0.007714389011780388 * X + 1.6060596882023295
0.29859933346212225,2015 Mean years of schooling (Year),2015 Inequality in income (%),Y = -0.9740185944227682 * X + 32.17653700384295
0.2985993334621217,2015 Inequality in income (%),2015 Mean years of schooling (Year),Y = -0.09153989713806583 * X + 10.483512142800974
0.29499863482425887,2015 Inequality in income (%),2015 Inequality in education (%),Y = 0.4072054628633 * X + 10.339386448182665
0.29499863482425887,2015 Inequality in education (%),2015 Inequality in income (%),Y = 0.21371077376088798 * X + 19.758241398653272
0.2929119818564545,Income inequality (Quintile ratio), 2015 Inequality-adjusted education index (Value),Y = -0.01421887941303754 * X + 0.6473224696413028
0.2929119818564545, 2015 Inequality-adjusted education index (Value),Income inequality (Quintile ratio),Y = -6.034049985430397 * X + 11.490520971119587
0.28798311455332076,Gini coefficient,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 8.296519690540949 * X + -141.9691197332595
0.2879831145533204,Maternal mortality ratio (deaths per 100000 live births) 2015,Gini coefficient,Y = 0.009996272818153632 * X + 37.18666281896223
0.2811562726176263,2015 Expected years of schooling (Years),2015 Inequality in income (%),Y = -1.0268164489603757 * X + 37.4635314881414
0.28115627261762555,2015 Inequality in income (%),2015 Expected years of schooling (Years),Y = -0.0769844013623574 * X + 14.855874479087811
0.2805869650820353,Labour force participation rate (Female) 2015,2010- 2015 Inequality in life expectancy (%),Y = 0.21315968646333727 * X + 5.899747646300118
0.2805869650820353,2010- 2015 Inequality in life expectancy (%),Labour force participation rate (Female) 2015,Y = 0.3693430323537653 * X + 46.23789854443072
0.2797086030471223,Income inequality (Palma ratio),2015 Mean years of schooling (Year),Y = -0.8341032162508076 * X + 9.923099922257732
0.2797086030471223,2015 Mean years of schooling (Year),Income inequality (Palma ratio),Y = -0.09379762731312415 * X + 2.772355654325913
0.279694008085837,Labour force participation rate (Female) 2015,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 0.6993452318809761 * X + 11.529411007432701
0.2796940080858364,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Labour force participation rate (Female) 2015,Y = 0.11185997214668086 * X + 47.15354300776724
0.2762569892314216,Income inequality (Quintile ratio),2015 Human Development Index (HDI) (Value),Y = -0.009544447332168565 * X + 0.7672118888588277
0.2762569892314216,Income inequality (Quintile ratio),2015 Human Development Index (HDI) ,Y = -0.009544447332168565 * X + 0.7672118888588277
0.2762569892314216,2015 Human Development Index (HDI) (Value),Income inequality (Quintile ratio),Y = -7.996054820480614 * X + 13.829650539167043
0.2762569892314216,2015 Human Development Index (HDI) ,Income inequality (Quintile ratio),Y = -7.996054820480614 * X + 13.829650539167043
0.27615803773212494,2015 Gross national income (GNI) per capita (2011 PPP $),Income inequality (Quintile ratio),Y = -8.721208397133449e-05 * X + 9.608431749821698
0.2761580377321247,Income inequality (Quintile ratio),2015 Gross national income (GNI) per capita (2011 PPP $),Y = -874.4575101441752 * X + 21934.966656187105
0.2757698137434749,2015 Inequality in income (%),Labour force participation rate  (Male) 2015,Y = 0.22176060191112779 * X + 68.08657357630867
0.27576981374347453,Labour force participation rate  (Male) 2015,2015 Inequality in income (%),Y = 0.3429328271871763 * X + -1.2083372345038967
0.271504193366614,2015 GNI per capita rank minus HDI rank,Population with at least some secondary education (Female) 2005-2015,Y = 0.5073074671342404 * X + 58.02750542246849
0.2715041933666134,Population with at least some secondary education (Female) 2005-2015,2015 GNI per capita rank minus HDI rank,Y = 0.14530542479902003 * X + -5.658572718047821
0.27112759485151916,Population with at least some secondary education (Female) 2005-2015,Income inequality (Quintile ratio),Y = -0.04137071233216929 * X + 10.682408216277306
0.27112759485151894,Income inequality (Quintile ratio),Population with at least some secondary education (Female) 2005-2015,Y = -1.776865046454831 * X + 73.44587185226261
0.2710160336394741,Income inequality (Quintile ratio),2015 Expected years of schooling (Years),Y = -0.1753528740449843 * X + 14.469215936012521
0.27101603363947385,2015 Expected years of schooling (Years),Income inequality (Quintile ratio),Y = -0.4188679021641169 * X + 13.779566934305521
0.26865420620745506,2015 Life expectancy at birth (Years),Labour force participation rate (Female) 2015,Y = -0.5130925598913026 * X + 89.07486622215116
0.26865420620745467,Labour force participation rate (Female) 2015,2015 Life expectancy at birth (Years),Y = -0.14066678832421392 * X + 78.5696382288569
0.2674930368004444,Income inequality (Palma ratio),2015 Inequality in education (%),Y = 3.5470932379210898 * X + 13.12534162036711
0.26749303680044356,2015 Inequality in education (%),Income inequality (Palma ratio),Y = 0.02017215785922218 * X + 1.5812853052114328
0.26603866003111004,2015 Inequality in education (%),2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,Y = -0.15654555511475907 * X + 3.0142819410061783
0.2660386600311099,2015 Inequality-adjusted HDI (IHDI) Difference from HDI rank,2015 Inequality in education (%),Y = -0.452114840177124 * X + 19.99695786720008
0.2658010346048308,Income inequality (Quintile ratio),Adolescent birth rate (births per 1000 women ages 15�19) 2015,Y = 2.399170188271274 * X + 30.806773109877124
0.26580103460483057,Adolescent birth rate (births per 1000 women ages 15�19) 2015,Income inequality (Quintile ratio),Y = 0.029447760872648197 * X + 6.835008313996641
0.2626124135985619,2015 GNI per capita rank minus HDI rank,2015 Gross national income (GNI) per capita (2011 PPP $),Y = -289.31605639605294 * X + 17953.65807349058
0.2626124135985613,2015 Gross national income (GNI) per capita (2011 PPP $),2015 GNI per capita rank minus HDI rank,Y = -0.00023837349587557446 * X + 6.375749058060371
0.262299420173407,Labour force participation rate (Female) 2015,2015 Inequality-adjusted life expectancy index Value,Y = -0.0031286013933623925 * X + 0.8320512778341976
0.262299420173407,2015 Inequality-adjusted life expectancy index Value,Labour force participation rate (Female) 2015,Y = -21.99097205840058 * X + 67.23630976110236
0.25788400435009806,2015 Inequality-adjusted HDI (IHDI) Value,2015 GNI per capita rank minus HDI rank,Y = 19.706347838201378 * X + -6.44024823053459
0.25788400435009806,2015 GNI per capita rank minus HDI rank,2015 Inequality-adjusted HDI (IHDI) Value,Y = 0.003374758237582747 * X + 0.5431352707150388
0.25747593093104476,2015 GNI per capita rank minus HDI rank,2015 Mean years of schooling (Year),Y = 0.046054756166659806 * X + 8.259416832373455
0.25747593093104454,2015 Mean years of schooling (Year),2015 GNI per capita rank minus HDI rank,Y = 1.43945730097687 * X + -9.786990764693725
0.25625313174899234,2015 Inequality-adjusted life expectancy index Value,2015 GNI per capita rank minus HDI rank,Y = 23.35494464999971 * X + -13.14321569397453
0.25625313174899167,2015 GNI per capita rank minus HDI rank,2015 Inequality-adjusted life expectancy index Value,Y = 0.0028116387563850227 * X + 0.6605759382055422
0.254560897030339,Maternal mortality ratio (deaths per 100000 live births) 2015,Labour force participation rate  (Male) 2015,Y = 0.009358848439686181 * X + 72.52290185078803
0.25456089703033885,Labour force participation rate  (Male) 2015,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 6.92406236883824 * X + -344.5588972371284
0.2539569817150235,2015 GNI per capita rank minus HDI rank,2015 Life expectancy at birth (Years),Y = 0.1215062976216113 * X + 71.0462344850337
0.25395698171502334,2015 Life expectancy at birth (Years),2015 GNI per capita rank minus HDI rank,Y = 0.5307885255680135 * X + -35.60438720746248
0.2456007118963794,2015 GNI per capita rank minus HDI rank,2010- 2015 Inequality in life expectancy (%),Y = -0.17199865252014537 * X + 17.47933736467838
0.2456007118963794,2010- 2015 Inequality in life expectancy (%),2015 GNI per capita rank minus HDI rank,Y = -0.35069873397376394 * X + 8.427551425100797
0.24186746823927055,Income inequality (Quintile ratio),2015 Mean years of schooling (Year),Y = -0.16813414797199033 * X + 9.65733014321001
0.24186746823927055,2015 Mean years of schooling (Year),Income inequality (Quintile ratio),Y = -0.3479356983580686 * X + 11.20355020315645
0.24055391820032976,2015 Inequality in income (%),2015 GNI per capita rank minus HDI rank,Y = -0.330523244694544 * X + 12.529002240837944
0.24055391820032954,2015 GNI per capita rank minus HDI rank,2015 Inequality in income (%),Y = -0.17507448716657906 * X + 24.828119542424435
0.2392280091262187,Labour force participation rate (Female) 2015,2015 Human Development Index (HDI) (Value),Y = -0.0023392755993727242 * X + 0.8183551766823142
0.2392280091262187,Labour force participation rate (Female) 2015,2015 Human Development Index (HDI) ,Y = -0.0023392755993727242 * X + 0.8183551766823142
0.23922800912621844,2015 Human Development Index (HDI) (Value),Labour force participation rate (Female) 2015,Y = -24.464855857874433 * X + 69.56773998601753
0.23922800912621844,2015 Human Development Index (HDI) ,Labour force participation rate (Female) 2015,Y = -24.464855857874433 * X + 69.56773998601753
0.23844663318336717,Maternal mortality ratio (deaths per 100000 live births) 2015,Income inequality (Palma ratio),Y = 0.0010647160686924676 * X + 1.8002960373555634
0.23844663318336648,Income inequality (Palma ratio),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 53.40090052957163 * X + 75.14933140900193
0.2378473027934053,2015 Inequality-adjusted income index (Value),Labour force participation rate (Female) 2015,Y = -22.204366419111597 * X + 64.40962992941125
0.23784730279340507,Labour force participation rate (Female) 2015,2015 Inequality-adjusted income index (Value),Y = -0.0025477574265485923 * X + 0.6478990196004504
0.235678484789143,2015 GNI per capita rank minus HDI rank,2015 Expected years of schooling (Years),Y = 0.03942259011165737 * X + 12.894668928144343
0.235678484789143,2015 Expected years of schooling (Years),2015 GNI per capita rank minus HDI rank,Y = 1.408947206035607 * X + -16.04161990125054
0.23553840359775605,Income inequality (Quintile ratio),2015 Inequality in education (%),Y = 0.7280199899880976 * X + 14.13819328014255
0.23553840359775582,2015 Inequality in education (%),Income inequality (Quintile ratio),Y = 0.07620441791754425 * X + 6.758689832910518
0.231703170718158,Share of seats in parliament(% held by women) 2015,2015 Expected years of schooling (Years),Y = 0.06017225829894231 * X + 11.67846161144174
0.231703170718158,2015 Expected years of schooling (Years),Share of seats in parliament(% held by women) 2015,Y = 0.8922111424525164 * X + 9.868578924426616
0.22850472247351636,Labour force participation rate  (Male) 2015,Income inequality (Palma ratio),Y = 0.029122357387419116 * X + -0.13629189525098992
0.22850472247351614,Income inequality (Palma ratio),Labour force participation rate  (Male) 2015,Y = 1.7929320589704616 * X + 69.63039130516891
0.22533923724968344,Share of seats in parliament(% held by women) 2015,2015 Inequality-adjusted HDI (IHDI) Value,Y = 0.0037467346965082 * X + 0.47802795789397245
0.22533923724968272,2015 Inequality-adjusted HDI (IHDI) Value,Share of seats in parliament(% held by women) 2015,Y = 13.552540000121159 * X + 14.086502111744347
0.22148300947320224,2015 Inequality-adjusted income index (Value),Share of seats in parliament(% held by women) 2015,Y = 14.814596409823366 * X + 13.934663519071316
0.22148300947320174,Share of seats in parliament(% held by women) 2015,2015 Inequality-adjusted income index (Value),Y = 0.003311242650712982 * X + 0.4409118473187994
0.21984278868752088,2015 Inequality in income (%),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 4.942540627614491 * X + 56.412229095427755
0.21984278868752014,Maternal mortality ratio (deaths per 100000 live births) 2015,2015 Inequality in income (%),Y = 0.009778544149516207 * X + 22.405367209608176
0.21749505035801459,Share of seats in parliament(% held by women) 2015, 2015 Inequality-adjusted education index (Value),Y = 0.004245983675908633 * X + 0.43625956244325803
0.2174950503580143, 2015 Inequality-adjusted education index (Value),Share of seats in parliament(% held by women) 2015,Y = 11.140904096884515 * X + 15.768593867441119
0.21722502472600716,Maternal mortality ratio (deaths per 100000 live births) 2015,Income inequality (Quintile ratio),Y = 0.004163989581908114 * X + 7.564189244170223
0.21722502472600716,Income inequality (Quintile ratio),Maternal mortality ratio (deaths per 100000 live births) 2015,Y = 11.332091600861158 * X + 87.3248857294545
0.21588142134340355,Share of seats in parliament(% held by women) 2015,2015 Coefficient of human inequality,Y = -0.1941274482937885 * X + 24.87626050897435
0.21588142134340302,2015 Coefficient of human inequality,Share of seats in parliament(% held by women) 2015,Y = -0.24007315034975257 * X + 26.62752547491411
0.21476193653210446,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Share of seats in parliament(% held by women) 2015,Y = -0.23395798928218084 * X + 26.602556357703474
0.21476193653210396,Share of seats in parliament(% held by women) 2015,2015 Inequality-adjusted HDI (IHDI) Overall loss (%),Y = -0.19714090347814528 * X + 25.37510436589128
0.21379169631863798,2015 GNI per capita rank minus HDI rank,Gender Inequality Index Rank,Y = -0.6164957918609463 * X + 81.75820479783052
0.2137916963186372,Gender Inequality Index Rank,2015 GNI per capita rank minus HDI rank,Y = -0.07413982385318547 * X + 9.135812277503481
0.21307767978318543,Share of seats in parliament(% held by women) 2015,2015 Inequality in education (%),Y = -0.27065557081463615 * X + 26.094534952915122
0.2130776797831849,2015 Inequality in education (%),Share of seats in parliament(% held by women) 2015,Y = -0.16774861675719885 * X + 25.04742633842371
0.21018422145457608,Gender Inequality,2015 GNI per capita rank minus HDI rank,Y = -17.764128261052353 * X + 9.599065895442616
0.21018422145457555,2015 GNI per capita rank minus HDI rank,Gender Inequality,Y = -0.0024868885373522365 * X + 0.3670242168703309
0.20978830985387154,Labour force participation rate  (Male) 2015,2015 GNI per capita rank minus HDI rank,Y = -0.4284048677712725 * X + 34.009541614770754
0.20978830985387073,2015 GNI per capita rank minus HDI rank,Labour force participation rate  (Male) 2015,Y = -0.10273257439932373 * X + 74.26784985992163
0.2058309269645501,Income inequality (Quintile ratio),Labour force participation rate  (Male) 2015,Y = 0.3761916928243818 * X + 70.0789252526246
0.20583092696454983,Labour force participation rate  (Male) 2015,Income inequality (Quintile ratio),Y = 0.11261910165269207 * X + 0.0746021667230629
0.20428046929501628,Share of seats in parliament(% held by women) 2015,HDI rank,Y = -0.9874168128234193 * X + 116.0921046528247
0.204280469295016,HDI rank,Share of seats in parliament(% held by women) 2015,Y = -0.04226230462500201 * X + 25.450876551172147
0.20136635678661524,Labour force participation rate (Female) 2015,2014HDI rank,Y = 0.6890669046648321 * X + 59.24149340972975
0.20136635678661524,2014HDI rank,Labour force participation rate (Female) 2015,Y = 0.05884538841005183 * X + 46.93740452542027
0.20066384890383437,2015 Human Development Index (HDI) (Value),Share of seats in parliament(% held by women) 2015,Y = 14.516666036506749 * X + 11.325441230930277
0.20066384890383437,2015 Human Development Index (HDI) ,Share of seats in parliament(% held by women) 2015,Y = 14.516666036506749 * X + 11.325441230930277
0.2006638489038341,Share of seats in parliament(% held by women) 2015,2015 Human Development Index (HDI) (Value),Y = 0.002773776027886791 * X + 0.637234044882792
0.2006638489038341,Share of seats in parliament(% held by women) 2015,2015 Human Development Index (HDI) ,Y = 0.002773776027886791 * X + 0.637234044882792
0.20061944932495251,Share of seats in parliament(% held by women) 2015,2014HDI rank,Y = -0.9693296197095214 * X + 115.72090380819228
0.20061944932495224,2014HDI rank,Share of seats in parliament(% held by women) 2015,Y = -0.04152164818764987 * X + 25.381259682080533
0.19825076144975262,Share of seats in parliament(% held by women) 2015,2015 Gross national income (GNI) per capita (2011 PPP $),Y = 292.7310732547785 * X + 10195.574973673101
0.19825076144975234,2015 Gross national income (GNI) per capita (2011 PPP $),Share of seats in parliament(% held by women) 2015,Y = 0.00013426440855221044 * X + 19.227689942973125
0.1956777597587695,Labour force participation rate (Female) 2015,HDI rank,Y = 0.6698088334913427 * X + 60.23111969291298
0.19567775975876864,HDI rank,Labour force participation rate (Female) 2015,Y = 0.057165244394623414 * X + 47.09906737903673
0.19419157279126256,2015 Life expectancy at birth (Years),Share of seats in parliament(% held by women) 2015,Y = 0.2623222860801001 * X + 2.76419862147131
0.19419157279126198,Share of seats in parliament(% held by women) 2015,2015 Life expectancy at birth (Years),Y = 0.14375586423347078 * X + 68.10914568421003
0.18034758477759388,Share of seats in parliament(% held by women) 2015,2015 Inequality-adjusted life expectancy index Value,Y = 0.003047442328098976 * X + 0.5988112045556632
0.18034758477759388,2015 Inequality-adjusted life expectancy index Value,Share of seats in parliament(% held by women) 2015,Y = 10.672966977984094 * X + 14.36398965440113
0.17647847334552094,Labour force participation rate (Female) 2015,Gini coefficient,Y = 0.10234820569747326 * X + 33.38686835896086
0.1764784733455206,Gini coefficient,Labour force participation rate (Female) 2015,Y = 0.30430090436976837 * X + 42.85403431263543
0.17284565925597586,Labour force participation rate (Female) 2015,2015 Inequality-adjusted HDI (IHDI) Value,Y = -0.0020680137027876077 * X + 0.6692554678451874
0.17284565925597586,2015 Inequality-adjusted HDI (IHDI) Value,Labour force participation rate (Female) 2015,Y = -14.446529964168956 * X + 60.9149160670008
0.17082466656032977,Labour force participation rate (Female) 2015,Share of seats in parliament(% held by women) 2015,Y = 0.11937973936505772 * X + 15.060362514682751
0.17082466656032944,Share of seats in parliament(% held by women) 2015,Labour force participation rate (Female) 2015,Y = 0.24443902173561652 * X + 47.48138193416248
0.16708657932011345,2015 GNI per capita rank minus HDI rank,Maternal mortality ratio (deaths per 100000 live births) 2015,Y = -2.2108738101856003 * X + 173.07411841087423
